video_id,video_link,title,comment_count,like_count,languages_used,en,ko,unknown,de,tl,id,es,tr,et,cy,ca,pl,pt,so,ru,ja,hr,ro,ar,it,af,th,fi,da,nl,sw,vi,hu,fr,sv,no,fa,sq,cs,bg,lt,sl,sk,lv,uk,mk,zh-cn,he,el,bn,ur,te,pa,zh-tw,ml,ta,kn,gu,ne,hi,mr
S6uWta_CnhU,https://www.youtube.com/watch?v=S6uWta_CnhU,[엑소오락관 시즌2ㅣEP.02] 본격 게임 스.타.트! 혼돈의 절대음감 게임 (The 1st ROUND! Absolute Pitch Game),100.0,347038,19.0,50,14,4,1,2,6,2,0,0,5,2,1,4,2,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
qvByCuIsVe0,https://www.youtube.com/watch?v=qvByCuIsVe0,[Choreography Video] SEVENTEEN(세븐틴) - Snap Shoot,4977.0,346377,39.0,2675,823,136,119,82,73,73,10,25,141,13,21,35,119,3,153,14,64,9,21,67,18,17,8,88,27,27,9,36,2,16,6,8,10,0,2,9,9,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zEG2j7xutQk,https://www.youtube.com/watch?v=zEG2j7xutQk,카이sbn…✨ #카이 #KAI #희찬 #HEECHAN #Rover #KAI_Rover #RoverChallenge,988.0,340159,40.0,423,43,113,15,7,39,38,13,7,8,4,8,24,25,15,1,0,19,52,7,12,2,8,5,12,18,10,2,9,0,12,4,1,5,1,3,9,6,0,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Uv2TO-NJUoo,https://www.youtube.com/watch?v=Uv2TO-NJUoo,ㅇㄹㄹㅂㄴㄲ..🫶🏻 #카이 #KAI #유태양 #YOOTAEYANG #Rover #KAI_Rover #RoverChallenge,1719.0,337919,41.0,765,235,134,34,62,56,33,28,4,18,10,18,33,36,36,4,1,8,27,13,20,3,19,8,9,21,5,5,17,1,15,6,1,2,0,7,10,9,0,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
_vJFvm65NgQ,https://www.youtube.com/watch?v=_vJFvm65NgQ,#KillinMeGood Challenge with #DAHYUN #TWICE #트와이스 #JIHYO #지효 #ZONE,1094.0,337323,43.0,336,84,54,51,9,42,46,20,3,33,6,5,26,74,11,140,4,8,13,5,10,1,7,9,9,14,8,3,18,0,5,3,2,10,1,5,7,1,3,2,1,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0
-jjWhoV7tIc,https://www.youtube.com/watch?v=-jjWhoV7tIc,TWICE PERFORMANCE PROJECT Teaser,27156.0,337142,46.0,9170,267,712,1626,975,318,761,893,161,530,149,512,1848,1478,62,248,140,82,2630,287,161,17,167,94,241,1049,592,97,441,121,143,540,39,45,5,92,181,138,9,5,7,3,0,2,0,116,0,0,1,0,0,1,0,0,0,0
OA6m1Bba-Ec,https://www.youtube.com/watch?v=OA6m1Bba-Ec,"HAN ""Maybe"" | [Stray Kids : SKZ-RECORD]",100.0,336945,21.0,31,0,1,1,0,4,35,2,0,2,2,0,1,2,2,0,1,0,0,2,0,0,1,2,0,3,1,0,0,1,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
_GfT1Hsuf9U,https://www.youtube.com/watch?v=_GfT1Hsuf9U,#ABCD with #DAHYUN 🐰🍫 #TWICE #트와이스 #NAYEON #나연 #NA #다현,1338.0,335073,43.0,354,167,108,45,33,41,42,41,12,23,7,9,25,39,17,178,4,17,27,11,15,3,9,4,7,8,19,4,19,2,1,9,1,4,1,8,5,5,2,0,4,3,0,0,0,1,0,0,4,0,0,0,0,0,0,0
L7_i-r9mo9w,https://www.youtube.com/watch?v=L7_i-r9mo9w,"TWICE(트와이스) ""CHEER UP"" @ STADIUM",4075.0,334952,44.0,1888,226,165,91,111,36,287,32,41,181,29,39,99,157,6,116,24,28,36,45,19,11,9,8,37,90,51,28,18,9,12,21,52,8,1,9,19,18,2,2,1,5,0,0,0,1,0,0,7,0,0,0,0,0,0,0
7xKwpPQiPGs,https://www.youtube.com/watch?v=7xKwpPQiPGs,[Choreography Video] SEVENTEEN(세븐틴) - 고맙다(THANKS),100.0,331222,17.0,49,16,5,3,2,7,1,0,0,6,0,1,1,0,1,2,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1bGxyNLIdQ,https://www.youtube.com/watch?v=E1bGxyNLIdQ,"TWICE ""MOONLIGHT SUNRISE"" Choreography Video",8234.0,329658,45.0,3256,239,308,554,212,144,564,125,59,169,76,136,350,244,63,430,32,30,123,93,40,18,53,38,90,129,221,59,115,14,56,38,2,20,8,21,29,15,3,15,5,19,2,0,0,10,0,0,7,0,0,0,0,0,0,0
YxWowt5Oc9Y,https://www.youtube.com/watch?v=YxWowt5Oc9Y,[Choreography Video] SEVENTEEN(세븐틴) - Ready to love,7599.0,328555,42.0,4139,753,202,275,214,391,166,18,30,157,30,69,49,165,15,151,14,26,32,39,60,10,30,31,164,86,56,31,50,18,51,7,11,9,0,0,19,10,0,1,3,9,0,2,0,0,0,0,5,0,0,1,0,0,0,0
1K5XEL93EZc,https://www.youtube.com/watch?v=1K5XEL93EZc,[SPECIAL VIDEO] SEVENTEEN(세븐틴) - HOME;RUN Party on board Ver.,9067.0,326551,40.0,5166,555,210,409,267,544,190,35,59,115,31,77,120,241,12,124,23,32,39,51,70,11,24,45,189,100,80,23,48,25,63,8,16,11,0,3,29,9,7,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0
disFDZpAuFc,https://www.youtube.com/watch?v=disFDZpAuFc,리노의 #ChkChkBoom Challenge 🎯 w/ #NCT127 #정우 #JUNGWOO 선배님 !🎶 #StrayKids #스트레이키즈 #ATE,2065.0,326054,42.0,740,177,223,147,40,15,50,30,33,20,10,16,63,91,50,61,6,13,19,25,18,1,11,13,26,16,36,7,39,3,17,2,3,5,2,8,6,9,0,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
mBJ-_US37fI,https://www.youtube.com/watch?v=mBJ-_US37fI,"TWICE ""SET ME FREE"" Choreography Video (Moving Ver.)",3454.0,325664,45.0,1270,171,191,128,82,55,192,43,20,79,28,65,93,105,21,251,9,13,54,33,22,5,21,16,70,93,110,23,52,2,30,17,3,13,2,7,24,11,6,1,5,8,0,0,1,6,0,0,3,0,0,0,0,0,0,0
ZZwI0AvNbl8,https://www.youtube.com/watch?v=ZZwI0AvNbl8,文俊辉 JUN ‘寂寞号登机口(Silent Boarding Gate)' Official MV,40448.0,325442,48.0,19834,1464,2233,1438,951,2745,1435,698,441,377,252,132,481,973,55,181,318,397,375,186,455,25,707,280,694,658,255,218,673,147,309,86,31,140,2,28,191,187,35,2,5,306,0,6,0,21,0,0,17,0,1,2,1,0,0,0
fNOcMuID9o4,https://www.youtube.com/watch?v=fNOcMuID9o4,#TalkthatTalk Challenge✌  🐹🦄🐯💕,1403.0,324398,48.0,325,275,84,33,48,14,44,10,9,23,7,10,20,45,21,221,8,7,22,13,13,4,5,2,10,19,25,6,14,1,10,9,1,6,2,2,11,4,3,1,1,6,0,3,0,1,0,0,2,0,1,0,0,1,1,0
GXWoidf5PBE,https://www.youtube.com/watch?v=GXWoidf5PBE,Mr. Rovers 🐥🐻🐶 #카이 #KAI #백현 #BAEKHYUN #세훈 #SEHUN #Rover #KAI_Rover #RoverChallenge,2284.0,324241,44.0,657,397,227,54,77,219,56,27,10,27,7,17,30,97,26,19,6,11,35,13,25,4,32,10,18,22,10,8,26,8,28,12,2,4,2,1,8,11,3,0,1,33,0,1,1,2,0,0,0,0,0,0,0,0,0,0
4cQtrZM0zrg,https://www.youtube.com/watch?v=4cQtrZM0zrg,"Bang Chan, I.N “Black Hole"" | [Stray Kids : SKZ-RECORD]",100.0,324091,20.0,41,4,6,1,1,0,28,0,0,0,1,1,0,1,1,4,1,1,0,2,1,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6UnaAbgsezM,https://www.youtube.com/watch?v=6UnaAbgsezM,"Behind-the-scenes 2 🎬 ""ATE"" Trailer #StrayKids #스트레이키즈 #ATE #ChkChkBoom #StrayKidsComeback",2172.0,323624,42.0,924,125,166,73,35,23,40,39,30,15,30,5,52,65,86,67,5,44,15,30,35,0,20,14,40,18,36,5,23,21,12,6,2,8,17,0,12,8,2,12,8,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
fIbP2VsJ4HQ,https://www.youtube.com/watch?v=fIbP2VsJ4HQ,🖤🌪️ #StrayKids #스트레이키즈 #현진 #Hyunjin #YouMakeStrayKidsStay,4035.0,323441,45.0,1412,255,424,147,108,51,72,93,11,47,17,29,80,149,149,62,36,42,44,39,75,0,72,36,35,130,89,12,67,24,22,19,14,43,19,2,41,27,1,16,13,1,1,1,0,6,0,0,2,0,0,0,0,0,0,0
Wwdcv8TRbcA,https://www.youtube.com/watch?v=Wwdcv8TRbcA,"Seungmin ""3108"" Cover (원곡 : 하현상) | [Stray Kids : SKZ-RECORD]",46646.0,319034,50.0,12578,758,2018,3326,1010,974,8961,4946,437,374,544,240,1698,940,394,128,299,520,217,776,981,12,376,202,574,478,523,477,656,95,240,60,64,176,39,92,205,133,19,27,33,12,0,14,1,5,0,2,1,0,0,7,3,1,0,0
Q-1MgSRMxE8,https://www.youtube.com/watch?v=Q-1MgSRMxE8,[SPECIAL VIDEO] SEVENTEEN(세븐틴) – 예쁘다 (Pretty U) - Part Switch ver.,9579.0,318513,43.0,5890,1030,165,386,152,147,90,26,54,299,32,32,90,241,8,74,24,45,16,51,148,18,31,21,160,41,82,14,37,18,67,1,22,8,1,5,27,11,1,2,3,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0
UIAncbsU1lY,https://www.youtube.com/watch?v=UIAncbsU1lY,SEVENTEEN (세븐틴) - 'HOT' @MUSIC STATION,2773.0,317794,38.0,1218,311,133,93,74,94,39,9,25,52,19,20,33,71,15,249,10,6,19,13,32,9,12,9,75,28,22,8,21,5,15,3,3,2,0,0,15,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0
UwZv5jjPaBE,https://www.youtube.com/watch?v=UwZv5jjPaBE,[M/V] SEVENTEEN(세븐틴) - 사랑쪽지(Love Letter),10250.0,310570,42.0,6251,686,318,413,153,140,119,12,40,233,59,57,152,262,7,43,29,66,25,70,124,21,28,54,344,59,82,44,111,25,126,3,22,14,0,1,24,16,2,3,2,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0
etCW6y3dsU4,https://www.youtube.com/watch?v=etCW6y3dsU4,"대:대갈아 갈:사랑해 | 대갈이 돌잔치 with 마크, 해찬, 천러, 지성",9748.0,309493,45.0,4326,1402,106,397,192,1442,68,25,50,353,56,18,89,404,8,30,22,126,7,58,67,19,28,17,90,88,46,30,50,8,68,4,3,4,1,2,21,3,3,1,1,11,0,0,1,2,0,0,1,0,0,0,0,0,0,0
zmKcErrGpR0,https://www.youtube.com/watch?v=zmKcErrGpR0,호시 (HOSHI) - 호랑이 Power,20247.0,308305,47.0,8546,3160,756,628,518,1149,243,65,80,556,52,265,253,674,10,203,73,277,41,97,101,23,62,191,448,305,873,92,74,52,171,25,57,15,4,9,35,29,2,8,2,3,0,3,0,1,12,0,2,0,0,2,0,0,0,0
QtBf_tkb92M,https://www.youtube.com/watch?v=QtBf_tkb92M,BAEKHYUN 백현 'Candy' (Spicy Ver.) @BAEKHYUN THE STAGE,100.0,307938,23.0,44,13,2,2,4,4,2,5,2,3,1,1,1,2,1,0,0,1,1,0,2,0,1,0,0,5,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Svk07DjlTE8,https://www.youtube.com/watch?v=Svk07DjlTE8,"ONCE와 TWICE. 4년, 그리고 하루. Be as ONE.",11911.0,306526,47.0,7477,516,756,105,187,128,430,46,29,234,66,115,229,134,6,283,51,41,91,88,42,23,23,79,55,57,202,39,71,16,87,17,5,48,3,5,37,49,1,3,0,14,1,3,0,4,0,0,12,0,1,2,0,0,0,0
cj6-TQj68lk,https://www.youtube.com/watch?v=cj6-TQj68lk,Mr. Rovers in suits 🐰👔🐻 #카이 #KAI #수호 #SUHO #Rover #KAI_Rover #RoverChallenge,1974.0,306389,42.0,713,123,242,72,70,96,32,19,32,25,11,18,45,103,29,6,4,17,40,15,17,4,23,16,21,17,9,6,16,4,23,14,3,8,0,10,6,41,0,3,4,12,0,0,0,4,0,0,0,0,0,0,0,0,0,1
oku4LqVo_iU,https://www.youtube.com/watch?v=oku4LqVo_iU,운동메이트 형원이 형이랑👍#WONWOO#MINGYU with #MONSTAX#HYUNGWON#SEVENTEEN#세븐틴#손오공#Super#SVT_Super#손오공챌린지#shorts,1494.0,305757,40.0,464,521,65,37,28,46,16,3,9,19,10,5,15,33,7,33,1,2,7,12,18,2,8,6,43,27,21,2,2,5,6,0,2,1,1,1,2,2,0,1,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qYXgudKV7fI,https://www.youtube.com/watch?v=qYXgudKV7fI,Cover｜RENJUN - golden hour (JVKE),16419.0,304972,43.0,4388,798,751,1408,491,3779,266,44,112,212,129,125,203,515,40,62,302,222,14,124,113,269,204,94,340,183,165,98,212,60,266,6,31,39,0,4,166,46,3,8,1,123,0,0,0,1,0,0,2,0,0,0,0,0,0,0
0pZL-BTTffY,https://www.youtube.com/watch?v=0pZL-BTTffY,이름은 버려 call me Rover 🌱🐻🦋 #카이 #KAI #이지 #E_JI #초원 #CHOWON #Rover #KAI_Rover #RoverChallenge,659.0,304425,40.0,331,65,46,11,7,20,14,15,7,6,3,2,8,13,10,3,2,4,19,6,6,1,7,4,2,9,2,1,4,2,13,1,1,1,0,6,1,1,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0
zTMis9LUrgo,https://www.youtube.com/watch?v=zTMis9LUrgo,"Behind-the-scenes 1 🎬 ""ATE"" Trailer #StrayKids #스트레이키즈 #ATE #ChkChkBoom #StrayKidsComeback",1679.0,301392,38.0,649,83,164,78,50,11,37,35,8,16,37,10,51,70,55,59,6,26,22,11,19,0,15,8,16,22,34,0,12,5,7,5,4,4,9,0,8,16,0,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
688d7bKZ_II,https://www.youtube.com/watch?v=688d7bKZ_II,🍯DANCERACHA🕺 JAM🍯 #StrayKids #스트레이키즈 #ATE #ChkChkBoom #JJAM #StrayKidsComeback #YouMakeStrayKidsStay,1819.0,301359,40.0,669,77,189,118,39,55,40,50,13,24,28,12,44,64,76,42,7,10,7,14,27,0,10,19,16,35,31,5,23,7,15,4,3,7,6,3,15,5,1,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pbwz5I1TPk0,https://www.youtube.com/watch?v=Pbwz5I1TPk0,[SPECIAL VIDEO] SEVENTEEN(세븐틴) - 'Ready to love' Confession day Ver.,7127.0,298039,43.0,3785,740,186,230,212,363,135,22,38,142,26,24,58,201,11,145,26,63,27,31,70,7,47,19,146,65,47,44,60,15,45,3,6,16,0,4,20,35,1,2,0,5,0,3,0,1,0,0,1,0,0,0,0,0,0,0
wki3QBNGRPY,https://www.youtube.com/watch?v=wki3QBNGRPY,슈아형 파이팅 해야지!! 할머님도 파이팅 감사합니다🥰#호시 with #조슈아 #파이팅해야지 #BSS_Fighting #shorts,923.0,296203,36.0,245,370,60,9,4,21,5,0,4,4,1,5,7,28,4,67,3,10,5,4,2,3,7,2,5,9,4,1,3,1,2,1,20,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASoKZfWn5A0,https://www.youtube.com/watch?v=ASoKZfWn5A0,[SPECIAL VIDEO] SEVENTEEN(세븐틴) - 예쁘다 (Pretty U) @SEVENTEEN WORLD TOUR [ODE TO YOU] IN SEOUL,100.0,296167,14.0,47,16,10,3,6,3,1,0,0,4,1,0,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i-h8LrVUrlQ,https://www.youtube.com/watch?v=i-h8LrVUrlQ,"Stray Kids ""JJAM"" Dance Practice Video",6988.0,295983,43.0,2808,258,332,390,217,119,200,173,24,121,41,51,237,1020,200,122,25,10,34,43,45,4,26,55,37,57,77,20,39,13,34,9,8,27,22,11,25,16,4,17,13,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
bGwYPol1gwU,https://www.youtube.com/watch?v=bGwYPol1gwU,바람이 어디로든 이끌지 〰💙 #카이 #KAI #니콜 #Nicole #Rover #KAI_Rover #RoverChallenge,682.0,294915,41.0,271,64,83,8,6,8,24,10,6,4,1,9,9,8,13,5,1,5,38,18,6,0,9,4,3,17,2,2,8,2,9,2,1,2,2,2,7,6,0,1,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
vhxjEXDAy6s,https://www.youtube.com/watch?v=vhxjEXDAy6s,SHINee 샤이니 'Dream Girl' MV,43460.0,294584,46.0,28922,1057,861,1070,631,443,1024,214,684,570,242,252,634,1071,54,85,107,128,70,269,646,103,399,179,1353,255,519,202,296,87,406,35,92,50,5,29,219,57,23,34,4,40,23,3,0,1,0,0,12,0,0,0,0,0,0,0
CZLIeVxWG3c,https://www.youtube.com/watch?v=CZLIeVxWG3c,[GOING SEVENTEEN] EP.87 부밀리가 떴다 #3 (BOOmily Outing #3),100.0,285873,15.0,40,22,1,1,2,5,1,0,0,19,0,0,0,3,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RKBaP6jENzA,https://www.youtube.com/watch?v=RKBaP6jENzA,Hey! Hey! Boy 🐱🐯🫵 #NCTU #BaggyJeans,755.0,285208,36.0,212,151,64,12,17,63,11,6,6,7,3,1,12,29,11,13,1,16,2,4,5,23,7,1,11,15,23,4,8,2,6,0,1,1,2,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ar5-Yitahp8,https://www.youtube.com/watch?v=Ar5-Yitahp8,SEVENTEEN(세븐틴) - 태어나줘서 고마워(HAPPY BIRTHDAY),19551.0,285174,46.0,9374,4289,948,494,486,722,308,77,38,314,64,45,119,548,19,229,68,49,33,99,95,24,70,76,355,72,154,47,62,24,76,2,5,65,2,5,23,38,3,2,2,15,0,2,0,1,0,0,3,0,0,5,0,0,0,0
wdpjkpU9vng,https://www.youtube.com/watch?v=wdpjkpU9vng,이름은 버려 call me Rover 🐻😘 #KAI #카이 #BAEJINYOUNG #배진영 #Rover #KAI_Rover #RoverChallenge,755.0,285040,40.0,297,120,62,13,14,32,13,7,4,9,8,8,8,11,17,6,2,7,12,5,5,2,9,6,5,25,3,1,6,2,14,2,1,6,2,1,3,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
_P4yf-mL1qQ,https://www.youtube.com/watch?v=_P4yf-mL1qQ,원스 만나면 눈물 차올라☃️❄️ONCE you make my heart swell with love #첫눈챌린지 #thefirstsnow,785.0,283211,41.0,246,90,100,20,13,10,28,8,5,9,3,8,18,14,21,83,4,10,12,5,2,1,1,2,7,16,6,9,9,0,1,2,2,5,3,0,2,2,2,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sq5cTPiyv8A,https://www.youtube.com/watch?v=Sq5cTPiyv8A,[GOING SEVENTEEN] EP.21 논리나잇 Ⅲ #1 (Debate Night Ⅲ #1),100.0,281886,11.0,44,31,4,1,1,0,0,0,1,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pK78DiqQ74I,https://www.youtube.com/watch?v=pK78DiqQ74I,"TWICE MOMO, CHAEYOUNG, TZUYU X Kiel Tutin TWICE Medley Dance Video",4559.0,280835,44.0,1817,136,172,184,158,71,176,136,24,92,16,86,170,147,17,240,21,27,139,64,42,8,30,11,36,111,147,28,47,8,34,50,1,19,4,5,26,26,4,5,1,8,0,0,0,11,0,0,4,0,0,0,0,0,0,0
CEjHFRzv5TY,https://www.youtube.com/watch?v=CEjHFRzv5TY,"HAN ""사람이니까(Human)"" | [Stray Kids : SKZ-RECORD]",100.0,280763,21.0,43,13,6,1,2,1,3,2,0,1,0,0,3,1,2,12,0,0,1,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Err9YqUiF3w,https://www.youtube.com/watch?v=Err9YqUiF3w,NCT 2021 YearDream : Stage 0 - The 7th Sense (The first encounter of a Dream),200.0,277212,29.0,101,8,10,9,9,18,5,2,1,2,1,1,6,4,1,1,1,0,1,0,1,1,0,2,0,2,2,3,1,0,3,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
xKpZ1DLztAA,https://www.youtube.com/watch?v=xKpZ1DLztAA,[ETC] SEVENTEEN (세븐틴) - 'Ready to love' @ Jimmy Kimmel Live!,3874.0,276557,41.0,1940,362,195,165,124,155,93,21,28,56,23,25,38,102,5,56,17,14,27,20,32,2,14,21,106,42,41,15,57,4,22,5,6,8,0,1,16,10,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
zS1jKIsAOmM,https://www.youtube.com/watch?v=zS1jKIsAOmM,NCT U 'The BAT' Archiving Video,10615.0,275098,44.0,3794,862,267,762,296,938,263,56,66,301,57,99,410,510,91,336,94,39,8,60,84,126,76,110,135,167,182,43,55,32,73,4,13,23,14,16,86,31,3,7,4,19,0,0,0,2,0,0,1,0,0,0,0,0,0,0
dzHY_RSxprQ,https://www.youtube.com/watch?v=dzHY_RSxprQ,Get A Guitar 🎸 Baggy 〰️ Jeans 〰️ 👖🔥 (With. #SHOTARO #WONBIN),1065.0,274919,37.0,372,319,36,26,37,40,8,0,4,8,2,4,17,42,9,56,4,1,1,7,9,3,2,1,6,7,5,3,6,1,4,1,14,3,1,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0_L-OE6Q3Mg,https://www.youtube.com/watch?v=0_L-OE6Q3Mg,[SPECIAL VIDEO] SEVENTEEN(세븐틴) - 어쩌나 (Oh My!) Dance Practice Fix Ver.,4384.0,273186,41.0,2356,490,196,199,77,62,74,17,22,133,13,35,55,115,8,71,24,20,6,17,38,9,15,22,110,40,40,20,27,11,17,2,5,9,1,3,13,7,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
XiwY-syjwm4,https://www.youtube.com/watch?v=XiwY-syjwm4,TWICE “ONE SPARK” Performance Video,4800.0,272574,43.0,2078,165,243,140,123,56,288,41,36,79,24,76,183,120,23,297,20,18,28,45,29,2,19,22,57,228,101,30,53,11,48,5,3,22,0,18,23,7,10,4,1,14,0,0,0,1,0,0,9,0,0,0,0,0,0,0
1yPZ0UpylQc,https://www.youtube.com/watch?v=1yPZ0UpylQc,Stop ✋🏻이름은 버려🖤 #카이 #KAI #규진 #KYUJIN #Rover #KAI_Rover #RoverChallenge,588.0,271930,35.0,274,51,53,11,7,12,14,4,3,6,3,9,10,6,9,3,2,6,24,3,6,0,4,4,1,30,1,1,4,2,10,0,1,1,0,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GvIM_rbI6Wk,https://www.youtube.com/watch?v=GvIM_rbI6Wk,도전! 시티골든벨 Ep.1 ❮오답(?)의 재구성❯ | THE NCT SHOW,4392.0,271032,40.0,2095,667,105,131,113,496,38,8,26,155,21,17,16,111,7,11,13,19,13,15,28,7,34,28,36,36,47,12,20,9,27,4,3,3,0,1,8,6,0,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MKU_lJI0t40,https://www.youtube.com/watch?v=MKU_lJI0t40,"TWICE ""The Feels"" Official Lyrics Video",6490.0,269516,41.0,3333,97,198,298,183,188,221,50,47,115,57,84,131,177,11,127,30,94,95,77,56,13,38,23,105,83,243,63,73,7,57,16,4,27,0,10,24,21,7,0,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0
CvjbK_jvhoY,https://www.youtube.com/watch?v=CvjbK_jvhoY,EXO 엑소 'Don't fight the feeling' Character Clip #KAI,15191.0,269180,48.0,3519,263,1043,604,777,1189,233,1546,274,208,103,198,240,569,48,10,104,80,681,106,194,19,446,120,128,1195,127,119,102,132,198,116,37,36,9,170,96,86,20,3,6,3,0,1,1,29,0,0,0,1,0,1,1,0,0,0
PtdRCNk8_JI,https://www.youtube.com/watch?v=PtdRCNk8_JI,경호팀만 바라바라봐 💪🍓#lookatme #트와이스 #TWICE #채영 #CHAEYOUNG #WithYOUth❤‍🔥 #ONESPARK💥,1318.0,268789,39.0,453,200,104,18,15,7,69,27,3,19,4,6,28,20,41,106,4,30,51,14,7,1,3,2,16,10,18,4,5,0,5,3,0,0,3,1,8,0,1,2,5,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0
lxchSHUVS5w,https://www.youtube.com/watch?v=lxchSHUVS5w,TWICE TZUYU “Christmas Without You (Ava Max)” Cover,12768.0,268680,46.0,4647,699,786,344,275,133,660,538,77,188,99,99,273,312,68,478,106,178,280,115,82,20,84,40,219,228,505,129,116,20,62,66,14,338,5,22,79,102,6,6,2,145,0,2,0,20,0,0,100,0,0,0,0,0,1,0
JkKSo5tl224,https://www.youtube.com/watch?v=JkKSo5tl224,🦊를 '樂'하게 하는 것들🫶 Things that ROCK🤘 #StrayKids #스트레이키즈 #樂_STAR #ROCK_STAR #락 #樂 #LALALALA,3024.0,268489,44.0,777,293,418,81,39,44,58,55,40,37,6,7,61,103,233,68,16,155,27,56,21,1,17,24,51,28,30,7,25,13,23,10,5,14,41,4,24,25,1,22,60,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2OGtJXeH6LQ,https://www.youtube.com/watch?v=2OGtJXeH6LQ,"HAN, Seungmin ""산소호흡기(Respirator)"" | [Stray Kids : SKZ-RECORD]",12515.0,267261,46.0,5260,1321,852,633,208,132,842,101,47,140,70,62,383,212,633,386,28,93,61,94,49,8,44,30,52,63,117,46,143,21,63,15,4,19,37,15,56,34,1,46,48,32,1,6,0,5,0,0,2,0,0,0,0,0,0,0
FcACC2nLArk,https://www.youtube.com/watch?v=FcACC2nLArk,[COVER] 도겸 - 행운을 빌어 줘 (원곡 : 원필),10617.0,264065,44.0,3321,3589,481,344,185,270,159,33,39,147,33,23,102,284,12,346,50,46,63,57,83,18,63,49,133,77,71,63,92,9,76,19,1,80,1,7,54,80,2,4,0,40,0,0,0,0,0,2,8,0,0,1,0,0,0,0
4cIniILXP7I,https://www.youtube.com/watch?v=4cIniILXP7I,[COVER] 도겸 - HAPPY (원곡 : DAY6),11173.0,263530,44.0,4237,2902,636,334,183,272,64,35,56,101,25,21,63,323,21,402,60,56,25,53,170,23,125,48,93,67,88,29,130,11,97,5,6,100,2,5,34,161,0,3,2,89,0,0,0,0,0,1,14,0,0,0,1,0,0,0
gO5aPk9rfr8,https://www.youtube.com/watch?v=gO5aPk9rfr8,I know you want this #BaggyJeans 😎👖 #NCT #NCTU #HYO #효연 @HYOYEONofficial,1503.0,263088,34.0,498,616,43,24,39,31,14,7,4,13,2,8,16,77,4,18,1,2,3,3,16,4,11,3,8,4,12,5,9,0,2,0,2,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
